corpus,chunk1,chunk2,chunk3,score,joke
alkalmazottat,alkalmaz,ott,at,,
haruka,ha,ru,ka,,
pajzsokat,pajzs,ok,at,,
kaphatod,kap,ha,tod,2,
tízéves,tíz,év,es,,
verandán,ve,ran,dán,,
verandán,ve,rand,án,,
verandán,ver,an,dán,,
verandán,ver,and,án,,
édesanyáddal,édes,anyád,dal,2,
kettőtöknek,kettő,tök,nek,2,
kettőtöknek,kettőt,ök,nek,,
kétségek,ké,ts,égek,,
titkolózás,titkol,óz,ás,,
ajánlanak,ajánl,an,ak,,
milliméteres,milli,méter,es,,
élvezetet,él,vezet,et,,
élvezetet,élvez,et,et,,
texasba,tex,as,ba,,
nehezén,ne,hez,én,2,
szívélyes,szív,él,yes,,
haladtok,hal,ad,tok,,
vezetőjével,vezető,jé,vel,2,
ruhába,ru,há,ba,,
sietős,si,et,ős,,
picsában,pi,csá,ban,,
vádakkal,vád,ak,kal,,
életedért,élet,ed,ért,2,
észrevettük,ész,re,vettük,,
galambok,ga,lam,bok,,
galambok,ga,lamb,ok,,
galambok,gal,am,bok,,
alapuló,al,apu,ló,,
tanácsban,tan,ács,ban,,
erőszaknak,erős,zak,nak,2,
épülni,ép,ül,ni,,
lábaidat,lába,id,at,,
robbantó,rob,ban,tó,,
véresen,vér,es,en,,
istálló,is,tál,ló,,
istálló,ist,ál,ló,,
ütötted,üt,öt,ted,,
hétfőre,hét,fő,re,2,
ígéreted,ígér,et,ed,,
kellően,kel,lő,en,,
riportot,ri,port,ot,,
feketéket,fe,ket,éket,,
féljenek,fél,je,nek,2,
rohanás,ro,han,ás,,
drogozott,drog,oz,ott,,
szellemekben,szelleme,kb,en,,
családomhoz,család,om,hoz,2,
ilyenről,il,yen,ről,,
ilyenről,ily,en,ről,2,
taggart,tag,ga,rt,,
szélesebb,széle,se,bb,,
magánéletem,mag,án,életem,,
magánéletem,magán,élet,em,,
raboltam,ra,bolt,am,,
tönkretettél,tönkre,tett,él,,
önmagának,ön,magán,ak,,
égette,ég,et,te,,
adhatnál,ad,hat,nál,2,
merted,me,rt,ed,,
valakim,val,ak,im,,
tartoztok,tart,oz,tok,,
alakkal,al,ak,kal,,
vállamon,váll,am,on,,
gaines,ga,in,es,,
vitamin,vi,ta,min,,
vitamin,vi,tam,in,,
várniuk,vár,ni,uk,,
illően,il,lő,en,,
homokban,homo,kb,an,,
bulikat,bu,li,kat,,
szerszámokat,szer,számok,at,,
szerszámokat,szerszám,ok,at,,
fogorvoshoz,fog,orvos,hoz,3,fog orvos hoz
nővérével,nővé,ré,vel,2,
végrendeletet,vég,rendel,etet,,
végrendeletet,vég,rendelet,et,,
kaphatja,kap,hat,ja,2,
lábáról,lá,bá,ról,,
villamos,vi,ll,amos,,
másodperces,másod,perc,es,,
otthonunkat,otthon,un,kat,,
orális,or,ál,is,,
véleményedet,vélemény,ed,et,,
baltimore,bal,ti,more,2,
bűnrészes,bűn,rész,es,,
alakban,al,ak,ban,,
jellem,je,ll,em,,
kenőpénzt,ke,nő,pénzt,,
városokat,vá,ro,sokat,,
városokat,város,ok,at,,
fejsérülés,fej,sérül,és,,
rendszereket,rend,szerek,et,,
jeanie,je,an,ie,,
gyerekeidet,gyereke,id,et,,
halálakor,halál,ak,or,,
életmód,él,et,mód,,
egymáson,egy,má,son,,
egymáson,egy,más,on,3,egy más on
őrültem,őr,ült,em,,
malhotra,mal,hot,ra,,
törökök,tör,ök,ök,,
szerkezeti,szer,keze,ti,,
indítottak,indít,ot,tak,,
indítottak,indít,ott,ak,,
apához,ap,áh,oz,,
májusban,máj,us,ban,,
korabeli,kor,abe,li,,
szólítanak,szólít,an,ak,,
egyesület,egye,sül,et,,
egyesület,egyes,ül,et,,
gondolkodok,gondol,ko,dok,,
drágán,dr,ág,án,,
fontosabbak,fontos,ab,bak,,
azokba,az,ok,ba,2,
találniuk,talál,ni,uk,,
kocsidban,kocsi,db,an,,
sóhajt,só,ha,jt,,
manőver,ma,nő,ver,,
malacot,mal,ac,ot,,
monitor,mo,ni,tor,,
monitor,mon,it,or,,
vesztegetem,veszteg,et,em,,
csalással,csa,láss,al,,
csalással,csal,ás,sal,,
csalással,csal,áss,al,,
változhat,vált,oz,hat,2,
haláli,ha,lá,li,,
sietned,si,et,ned,,
mániás,má,ni,ás,,
értesítette,érte,sí,tette,2,
fejeteket,feje,te,ket,,
emlékeimet,emlék,ei,met,,
emlékeimet,emléke,im,et,,
mentességet,men,tess,éget,,
mentességet,ment,ess,éget,,
karrierjének,karrier,jé,nek,,
kutatásokat,kutat,ások,at,,
kutatásokat,kutatás,ok,at,,
hobbit,ho,bb,it,,
nővérke,nő,vér,ke,,
szükségesnek,szükség,es,nek,2,
vacsira,va,csi,ra,,
fájdalommentes,fáj,dalom,mentes,,
fájdalommentes,fájdalom,ment,es,,
ugyanebben,ugy,an,ebben,,
halhatott,hal,hat,ott,2,
családomra,család,om,ra,2,
buktam,bu,kt,am,,
kórházak,kór,há,zak,,
kórházak,kór,ház,ak,,
gondjuk,gon,dj,uk,,
erejének,er,ej,ének,,
strandra,st,rand,ra,,
férfiakra,férfi,ak,ra,2,
kalapban,ka,lap,ban,2,
kalapban,kal,ap,ban,,
shinji,sh,in,ji,,
napjait,nap,ja,it,,
magasabban,mag,as,abban,,
magasabban,magas,ab,ban,2,
álláspontja,áll,ás,pontja,,
álláspontja,állás,pont,ja,,
golyóidat,golyó,id,at,,
ajtóval,aj,tó,val,,
lábadra,lá,bad,ra,,
lábadra,láb,ad,ra,,
húzzanak,húzz,an,ak,,
éjfélre,éj,fél,re,2,
tökkelütött,tök,kel,ütött,,
térdeljen,tér,del,jen,,
térdeljen,térde,lj,en,,
hogyishívják,hogy,is,hívják,2,
hetven,he,tv,en,,
bolton,bo,lt,on,,
fénypontja,fény,pont,ja,2,
említettél,említ,et,tél,,
nagyival,nagy,iv,al,,
egyiken,eg,yi,ken,,
választásokat,választ,ások,at,,
választásokat,választás,ok,at,,
neheztel,ne,hez,tel,,
főnökömnek,főnök,öm,nek,,
tudatalatti,tud,at,alatti,,
hotelszobában,ho,tel,szobában,,
társadalomnak,társa,dalom,nak,,
irányításom,irányít,ás,om,,
szintjére,szint,jé,re,,
ünnepélyes,ünnep,él,yes,,
karakterek,kara,kt,erek,,
társammal,tár,sam,mal,,
társammal,társ,am,mal,,
társammal,társa,mm,al,,
futottak,fut,ot,tak,,
futottak,fut,ott,ak,,
rainer,ra,in,er,,
nyilvántartásba,nyilván,tartás,ba,2,
lakosok,la,ko,sok,,
lakosok,la,kos,ok,,
háromezer,há,rom,ezer,,
háromezer,hár,om,ezer,,
háromezer,három,ez,er,,
említésre,említ,és,re,2,
dominium,do,mini,um,,
diáktanács,diák,tan,ács,,
szerveit,szer,ve,it,,
rendezem,rend,ez,em,,
rajtakapott,raj,ta,kapott,,
rajtakapott,rajta,kap,ott,3,rajta kap ott
párbajra,pár,baj,ra,3,pár baj ra
kamerákkal,ka,me,rákkal,,
hagyhattad,hagy,hat,tad,,
doktorok,dok,tor,ok,,
találatot,talál,at,ot,,
fürdőkádban,fürdő,kád,ban,,
államokat,álla,mo,kat,,
államokat,állam,ok,at,,
bántanám,bánt,an,ám,,
otthonos,ott,ho,nos,2,
készenlét,kés,zen,lét,,
készenlét,kész,en,lét,2,
óvatosabban,óvatos,ab,ban,,
emlékeztél,emlék,ez,tél,,
emlékeztél,emlék,ezt,él,,
álláspontját,áll,ás,pontját,,
hozzámész,hozz,ám,ész,,
morales,mor,al,es,,
kutatok,ku,ta,tok,,
homlokán,ho,ml,okán,,
házasodott,házas,odo,tt,,
emlékezned,emlék,ez,ned,,
jelölve,jel,öl,ve,,
catalina,cat,ali,na,,
kannibál,kan,ni,bál,,
életjelei,él,et,jelei,,
életjelei,élet,jel,ei,,
főügyész,fő,ügy,ész,,
őrmesternek,őr,mester,nek,,
mindezen,min,de,zen,,
mindezen,mind,ez,en,2,
írásba,ír,ás,ba,,
emelést,eme,lé,st,,
táncosnő,tánc,os,nő,,
módszereket,mód,szerek,et,,
anakin,an,ak,in,,
rosseb,ro,ss,eb,,
bizonyul,biz,on,yul,,
követelnek,kö,ve,telnek,,
követelnek,köve,tel,nek,,
csaltak,csa,lt,ak,,
hátamra,há,tam,ra,,
hátamra,hát,am,ra,2,
gyűlölettel,gyűlöl,et,tel,,
könyvtárat,könyv,tár,at,,
visszhang,vi,ss,zhang,,
dottie,do,tt,ie,,
minderre,min,der,re,,
minderre,mind,er,re,2,
januárban,ja,nu,árban,,
mustár,mu,st,ár,,
látomása,lá,to,mása,,
hússal,hú,ss,al,,
folytonos,folyt,on,os,,
okoska,ok,os,ka,,
dolcsiba,dol,csi,ba,,
állapotos,ál,lapot,os,,
értékelést,értéke,lé,st,,
találnál,tal,ál,nál,,
ultrahangot,ultra,han,got,,
ultrahangot,ultra,hang,ot,,
fiatalkori,fia,tal,kori,,
fiatalkori,fia,talk,ori,,
fiatalkori,fiat,al,kori,,
fiatalkori,fiatal,ko,ri,,
telefonáltál,tele,fonál,tál,,
telefonáltál,telefon,ál,tál,,
bilincsben,bi,linc,sben,,
nevada,ne,va,da,,
egésztől,eg,ész,től,,
terveztél,terv,ez,tél,,
terveztél,terv,ezt,él,2,
vasárnaponként,vasárnap,on,ként,3,vasárnap on ként
idézés,id,éz,és,,
kölcsönkérhetem,kölcsön,kér,hetem,,
kölcsönkérhetem,kölcsön,kérhet,em,,
remete,re,me,te,2,
személyről,sze,mély,ről,,
karton,ka,rt,on,,
gombokat,gomb,ok,at,,
módszerei,mód,sze,rei,,
módszerei,mód,szer,ei,,
fényképen,fény,ké,pen,,
fényképen,fény,kép,en,3,fény kép en
magabiztosnak,ma,ga,biztosnak,,
magabiztosnak,maga,biztos,nak,3,maga biztos nak
hasonlóképpen,hason,ló,képpen,,
hasonlóképpen,hasonló,kép,pen,2,
hasonlóképpen,hasonlók,ép,pen,,
hasonlóképpen,hasonlók,épp,en,2,
kössön,kö,ss,ön,,
helyettest,hely,et,test,2,
helyettest,hely,ette,st,,
helyettest,helye,tt,est,,
helyettest,helyet,te,st,2,
maradhattok,mar,adhat,tok,,
maradhattok,marad,hat,tok,2,
tanulásra,tanul,ás,ra,,
franciaországból,fran,cia,országból,,
franciaországból,francia,ország,ból,2,
immunis,im,mun,is,,
mindkettejüknek,mind,kettejük,nek,2,
tintahal,tin,ta,hal,,
ígéretemet,ígéret,em,et,,
garázst,ga,ráz,st,,
koráig,ko,rá,ig,2,
szabályokkal,szabály,ok,kal,,
vonatok,von,at,ok,,
öngyilkosságra,ön,gyilkosság,ra,2,
anyához,any,áh,oz,,
menekültél,me,nek,ültél,,
watashi,wa,ta,shi,,
halászni,hal,ász,ni,,
válaszoljanak,válaszol,ja,nak,,
válaszoljanak,válaszol,jan,ak,,
válaszoljanak,válaszolj,an,ak,,
üldögél,ül,dög,él,,
fordítottam,fordít,ot,tam,,
fordítottam,fordít,ott,am,,
idézte,id,éz,te,,
szánalmasan,szán,alma,san,,
ablaka,ab,la,ka,,
ingerült,ing,er,ült,,
idősen,id,ős,en,,
éjjelre,éj,jel,re,,
donort,do,no,rt,,
staten,st,at,en,,
henrietta,henri,et,ta,,
madárijesztő,mad,ár,ijesztő,,
nadrágomat,nadrág,om,at,,
zavarjanak,zavar,ja,nak,,
zavarjanak,zavar,jan,ak,,
zavarjanak,zavarj,an,ak,,
julianne,ju,li,anne,,
julianne,ju,lian,ne,,
intézted,int,éz,ted,,
magatartás,ma,ga,tartás,,
magatartás,maga,tart,ás,2,
mutathatok,mutat,ha,tok,,
mutathatok,mutat,hat,ok,,
kapjam,ka,pj,am,,
gondtalan,gond,ta,lan,,
gondtalan,gond,tal,an,,
orlando,or,lan,do,,
rendelő,ren,de,lő,,
raktárt,ra,kt,árt,,
félresikerült,fél,re,sikerült,3,fél re sikerült
félresikerült,félre,si,került,,
félresikerült,félre,siker,ült,,
annette,an,net,te,,
annette,ann,et,te,,
adtatok,ad,ta,tok,,
segítenének,segít,en,ének,2,
árvaház,ár,va,ház,,
ésszerűen,és,szerű,en,2,
sokkolt,sok,ko,lt,,
hegyeken,heg,ye,ken,,
esteban,es,te,ban,2,
esteban,est,eb,an,,
nővéreim,nő,vére,im,,
nővéreim,nővé,re,im,,
valamelyiket,va,la,melyiket,,
valamelyiket,val,amelyik,et,,
valamelyiket,vala,melyik,et,,
mentorom,men,to,rom,,
mentorom,men,tor,om,,
mentorom,ment,or,om,,
heller,he,ll,er,,
robbanásban,robban,ás,ban,,
golyóimat,golyó,im,at,,
lányomra,lá,nyom,ra,,
lányomra,lány,om,ra,2,
davina,da,vi,na,,
gyerekedet,gyerek,ed,et,,
rágógumi,rágó,gu,mi,,
itthagyni,itt,hagy,ni,,
diákoknak,diák,ok,nak,,
műsorvezető,mű,sor,vezető,2,
korántsem,ko,ránt,sem,,
korántsem,ko,ránts,em,,
korántsem,korán,ts,em,,
korházba,kor,ház,ba,3,kor ház ba
utasítottam,utasít,ot,tam,,
utasítottam,utasít,ott,am,,
kezeljem,keze,lj,em,,
maraton,ma,ra,ton,,
maraton,ma,rat,on,,
maraton,mar,at,on,,
istván,is,tv,án,,
sertés,se,rt,és,2,
fegyveremet,fegyver,em,et,,
eseményen,esem,én,yen,,
bankárok,ban,kár,ok,2,
bankárok,bank,ár,ok,,
házatok,ház,at,ok,,
napsugaram,nap,sugar,am,,
gondokat,gon,do,kat,,
gondokat,gon,dok,at,,
gondokat,gond,ok,at,,
anyátokat,anyát,ok,at,,
emmával,em,má,val,,
palesztin,pal,esz,tin,,
marisa,ma,ri,sa,,
tollam,to,ll,am,,
önmagamat,ön,magam,at,2,
mcbride,mc,bri,de,,
férfiakról,férfi,ak,ról,2,
barátomra,barát,om,ra,,
istenfélő,is,ten,félő,,
istenfélő,ist,en,félő,,
osztotta,oszt,ot,ta,,
világunkat,világ,un,kat,,
gitáros,gi,tár,os,,
szórólapot,szóról,ap,ot,,
csajoknak,csaj,ok,nak,,
drágalátos,drága,lát,os,,
drogosok,drog,os,ok,,
végezted,vég,ez,ted,,
végezted,vég,ezt,ed,,
tanácsadás,tan,ács,adás,,
tanácsadás,tanács,ad,ás,,
ügynökei,ügy,nö,kei,,
álnéven,ál,név,en,2,
egyesített,egye,sí,tett,,
tudással,tud,ás,sal,,
tudással,tud,áss,al,,
agyhalott,agy,hal,ott,,
agyhalott,agy,halo,tt,,
férfitól,fér,fi,tól,,
szeretőt,szer,et,őt,,
házasságunkat,házasság,un,kat,,
motoron,mo,to,ron,,
motoron,mo,tor,on,,
mindkettőnek,mind,kettő,nek,3,mind kettő nek
jogaim,jo,ga,im,,
napszemüveget,nap,szem,üveget,,
napszemüveget,nap,szemüveg,et,,
szavazatok,szavaz,at,ok,,
bújjatok,bújj,at,ok,,
csinálhatja,csinál,hat,ja,2,
úrnője,úr,nő,je,,
bérgyilkosok,bér,gyilkos,ok,,
lányukat,lá,nyu,kat,,
lányukat,lány,uk,at,,
fahéjas,fa,héj,as,,
házasságon,háza,ss,ágon,,
módszerekkel,mód,szerek,kel,,
növényi,nö,vén,yi,,
malacka,mal,ac,ka,,
mutató,mu,ta,tó,,
nyomoztam,nyom,oz,tam,,
mindazért,mind,az,ért,3,mind az ért
mindazért,mind,azé,rt,,
nevedre,ne,ve,dre,,
barlangot,bar,lan,got,,
barlangot,bar,lang,ot,,
kórusban,kór,us,ban,,
gondomat,gon,dom,at,,
gondomat,gond,om,at,,
egoista,ego,is,ta,,
sebesültek,seb,es,ültek,,
végezetül,végez,et,ül,,
küzdened,küzd,en,ed,,
ügyvédhez,ügy,véd,hez,,
optikai,op,ti,kai,,
seggeteket,segge,te,ket,,
kockáztathatom,kockáztat,ha,tom,2,
kockáztathatom,kockáztat,hat,om,,
hallás,ha,ll,ás,,
dallasban,dal,las,ban,2,
öngyilkosok,ön,gyilkos,ok,,
férfiről,fér,fi,ről,,
jogtalan,jog,ta,lan,,
jogtalan,jog,tal,an,,
töltenie,tölt,en,ie,,
namost,na,mo,st,,
indulatos,indul,at,os,,
híradóban,hír,adó,ban,2,
boldogabbá,boldog,ab,bá,,
mosoda,mo,so,da,,
tervemet,terv,em,et,,
partikat,par,ti,kat,,
életképes,él,et,képes,,
életképes,élet,kép,es,2,
sértésért,sért,és,ért,2,
maradniuk,mar,adni,uk,,
maradniuk,marad,ni,uk,,
énedet,én,ed,et,,
hozhatja,hoz,hat,ja,2,
otthonomba,otthon,om,ba,2,
magánterület,mag,án,terület,,
táncoltál,tán,colt,ál,,
évadban,év,ad,ban,,
évadban,éva,db,an,,
középszerű,köz,ép,szerű,,
áruljon,áru,lj,on,,
mondogatom,mon,dog,atom,,
sasuke,sa,su,ke,,
lazacot,la,zac,ot,,
hadtest,had,te,st,,
borotva,bor,ot,va,,
napszemüveg,nap,szem,üveg,,
árverés,ár,ve,rés,,
árverés,ár,ver,és,,
bristow,bri,st,ow,,
használatra,használ,at,ra,,
alaposabban,alap,os,abban,,
alaposabban,alapos,ab,ban,,
kalapja,ka,lap,ja,,
kalapja,kal,ap,ja,,
határozni,határ,oz,ni,,
mindehhez,mind,eh,hez,2,
mindehhez,mind,ehh,ez,,
magánélet,mag,án,élet,,
magánélet,magán,él,et,,
piroson,pi,ro,son,,
társaságom,társas,ág,om,,
padján,pa,dj,án,,
szedjem,sze,dj,em,,
monitoron,mon,ito,ron,,
kolostorban,kol,ostor,ban,,
hármast,hár,ma,st,,
pakoljatok,pa,kolja,tok,,
pakoljatok,pakolj,at,ok,,
méretet,mér,et,et,,
határnál,ha,tár,nál,2,
határnál,hat,ár,nál,2,
tekinteted,tekint,et,ed,,
színpadot,szín,pa,dot,,
színpadot,szín,pad,ot,,
sejtette,se,jt,ette,,
sejtette,sejt,et,te,,
franciaországot,fran,cia,országot,,
franciaországot,francia,ország,ot,2,
egyetemes,egyet,em,es,,
írhatok,ír,ha,tok,,
írhatok,ír,hat,ok,,
bárhogyan,bár,hog,yan,,
bárhogyan,bár,hogy,an,2,
lakásomra,lakás,om,ra,2,
rámutatott,rá,mutat,ott,2,
rámutatott,rám,utat,ott,3,rám utat ott
natasa,na,ta,sa,,
lafayette,la,fay,ette,,
rejtetted,re,jt,etted,,
rejtetted,rejt,et,ted,,
reméled,rem,él,ed,,
szólította,szólít,ot,ta,,
kétbalkezes,két,bal,kezes,2,
esettel,es,et,tel,,
robbanóanyagot,robbanó,anya,got,,
robbanóanyagot,robbanó,anyag,ot,,
kavart,ka,va,rt,,
félvállról,fél,váll,ról,2,
italhoz,it,al,hoz,,
ugyanannyit,ugy,an,annyit,,
ugyanannyit,ugyan,an,nyit,,
alkatrészeket,al,kat,részeket,,
alkatrészeket,alkat,része,ket,,
alkatrészeket,alkat,részek,et,,
szavazásra,szavaz,ás,ra,,
személyiséget,személy,is,éget,2,
házamhoz,ház,am,hoz,2,
vállaltad,váll,al,tad,,
vállaltad,váll,alt,ad,,
vállaltad,válla,lt,ad,,
mondhatott,mond,hat,ott,3,mond hat ott
városokban,vá,ro,sokban,,
városokban,város,ok,ban,2,
tetoválása,te,to,válása,,
igyanak,ig,ya,nak,2,
igyanak,ig,yan,ak,,
igyanak,igy,an,ak,,
fedezem,fed,ez,em,,
végignézte,vég,ig,nézte,,
végignézte,végig,néz,te,3,végig néz te
álnevet,ál,ne,vet,,
valljuk,val,lj,uk,,
lábamról,lá,bam,ról,,
lábamról,láb,am,ról,,
résztvevő,rész,tv,evő,,
titanic,ti,ta,nic,,
kezdenie,kezd,en,ie,2,
mestered,me,st,ered,,
genevieve,gen,evie,ve,,
genevieve,gene,vi,eve,,
keiiett,kei,ie,tt,,
haverjaim,haver,ja,im,,
zenekarban,zene,kar,ban,2,
merülés,mer,ül,és,,
biztosításom,biztosít,ás,om,,
árakat,ár,ak,at,,
rendelkezünk,ren,del,kezünk,,
emmának,em,má,nak,,
emmának,em,mán,ak,,
tulajdonom,tulaj,don,om,,
számíthatnak,számít,hat,nak,3,számít hat nak
mcqueen,mc,que,en,,
regénye,re,gén,ye,,
regénye,reg,én,ye,,
maradhatnál,mar,adhat,nál,,
maradhatnál,marad,hat,nál,3,marad hat nál
helyeden,hel,ye,den,,
helyeden,hely,ed,en,2,
kíváncsivá,kíván,csi,vá,,
fejezted,fej,ez,ted,,
fejezted,fej,ezt,ed,,
keresztülmentünk,kereszt,ül,mentünk,,
mozogjanak,mozog,ja,nak,,
mozogjanak,mozog,jan,ak,,
mozogjanak,mozogj,an,ak,,
szexinek,sze,xi,nek,,
uramnak,ur,am,nak,,
helyettesíti,helyette,sí,ti,,
naprendszer,nap,rend,szer,,
földeket,föl,de,ket,,
jutalma,ju,tal,ma,,
jutalma,jut,al,ma,,
kamerán,ka,mer,án,,
maradhatott,mar,ad,hatott,,
maradhatott,mar,adhat,ott,,
maradhatott,marad,hat,ott,3,marad hat ott
tönkretenné,tönkre,ten,né,,
melled,me,ll,ed,,
holtbiztos,ho,lt,biztos,,
fagylalt,fagy,la,lt,,
utolsónak,utol,só,nak,,
sietősen,siet,ős,en,,
támadásban,támad,ás,ban,,
folytathatom,folytat,ha,tom,2,
folytathatom,folytat,hat,om,,
érintettek,ér,in,tettek,,
érintettek,ér,int,ettek,,
valóságosnak,valóság,os,nak,,
nevettess,ne,vet,tess,,
nevettess,ne,vett,ess,,
nevettess,ne,vette,ss,,
nevettess,neve,tt,ess,,
nevettess,nevet,te,ss,2,
thaiföldön,thai,föld,ön,2,
állampolgárok,ál,lam,polgárok,,
állampolgárok,áll,am,polgárok,,
állampolgárok,állam,polgár,ok,,
emeltem,eme,lt,em,,
utasítások,utasít,ás,ok,,
mérföldön,mér,föld,ön,2,
forgalmas,for,gal,mas,,
főnővér,fő,nő,vér,,
hattie,ha,tt,ie,,
toljuk,to,lj,uk,,
tudomására,tudom,ás,ára,2,
express,ex,pr,ess,,
orvosoknak,orvos,ok,nak,2,
bontani,bon,ta,ni,,
antonius,an,toni,us,,
gyanúsítottakat,gyanúsított,ak,at,,
borította,borít,ot,ta,,
sutter,su,tt,er,,
bajtársak,baj,társ,ak,,
jeleznek,jel,ez,nek,,
abbahagyná,ab,ba,hagyná,,
abbahagyjuk,ab,ba,hagyjuk,,
abbahagyjuk,abba,hagyj,uk,,
szórakozzatok,szórakozz,at,ok,,
tankolni,tan,kol,ni,,
mutánsok,mu,tán,sok,,
rabokat,ra,bo,kat,,
rabokat,ra,bok,at,,
rabokat,rab,ok,at,,
árultad,áru,lt,ad,,
lábakkal,lá,bak,kal,,
lábakkal,láb,ak,kal,,
oroszországba,orosz,ország,ba,3,orosz ország ba
támadásokat,támad,ások,at,,
támadásokat,támadás,ok,at,,
kérdései,kérd,és,ei,,
temette,te,met,te,2,
jussanak,juss,an,ak,,
lassabb,las,sa,bb,,
ugyanekkor,ugy,an,ekkor,,
gerinctelen,gerinc,tel,en,,
osztriga,oszt,ri,ga,,
parancsaimat,parancsa,im,at,,
haverommal,have,rom,mal,,
haverommal,haver,om,mal,,
bárminek,bár,mi,nek,3,bár mi nek
örülnének,örül,né,nek,,
főúton,fő,út,on,,
időpontra,idő,pont,ra,3,idő pont ra
ajtómon,aj,tó,mon,,
üzenettel,üzen,et,tel,,
fejteni,fej,te,ni,,
gondolatban,gondol,at,ban,,
utasítottak,utasít,ot,tak,,
utasítottak,utasít,ott,ak,,
hálámat,há,lám,at,,
hálámat,hál,ám,at,,
hatásköre,hatás,kö,re,,
szakítanom,szakít,an,om,,
tomboló,tom,bo,ló,,
sameer,sa,me,er,,
atlanta,at,lan,ta,,
yankees,yan,ke,es,,
karjai,ka,rj,ai,,
birtokolja,bi,rt,okolja,,
valakiért,val,aki,ért,3,val aki ért
valakiért,val,akié,rt,,
erőset,er,ős,et,,
szegényes,sze,gén,yes,,
szegényes,szeg,én,yes,,
fiamhoz,fi,am,hoz,,
fogalmazott,fogalma,zo,tt,,
antenna,an,ten,na,,
nővérednek,nő,véred,nek,,
nővérednek,nővé,red,nek,,
nővérednek,nővér,ed,nek,,
házukban,ház,uk,ban,2,
gondolattól,gon,dol,attól,,
gondolattól,gondol,at,tól,,
hidrogén,hi,drog,én,,
laktál,la,kt,ál,,
képességeidet,képessége,id,et,,
véredet,vér,ed,et,,
otthagyom,ott,hagy,om,,
csinosak,csi,nos,ak,,
csinosak,csin,os,ak,,
váljak,vá,lj,ak,,
delilah,de,lil,ah,,
delilah,del,il,ah,,
jelentenie,jelen,ten,ie,,
jelentenie,jelent,en,ie,2,
jeffries,jeff,ri,es,,
árvaházba,ár,va,házba,,
árvaházba,árva,ház,ba,2,
élethű,él,et,hű,,
csapatomat,csap,atom,at,,
csapatomat,csapat,om,at,,
anyaként,an,ya,ként,,
fiatalkorúak,fiatal,korú,ak,,
faszomba,fasz,om,ba,,
helyrehozzam,hely,re,hozzam,2,
helyrehozzam,helyre,hozz,am,,
taxira,ta,xi,ra,,
egyszóval,egy,szó,val,3,egy szó val
ruházott,ru,ház,ott,2,
egykönnyen,egy,könny,en,2,
kokoro,ko,ko,ro,,
keresetet,keres,et,et,,
gyulladás,gyu,ll,adás,,
hercegnővel,herceg,nő,vel,,
hagyniuk,hagy,ni,uk,,
kettest,ke,tt,est,,
kettest,ket,te,st,,
csontjait,csont,ja,it,,
side-on,si,de-,on,2,
szerepeltem,szerepe,lt,em,,
gondoltatok,gondol,ta,tok,,
gondoltatok,gondolt,at,ok,,
tortán,to,rt,án,,
oroszoknak,orosz,ok,nak,2,
forgott,for,go,tt,,
tüntetés,tünt,et,és,,
raktál,ra,kt,ál,,
álarcot,ál,arc,ot,,
színdarab,szín,da,rab,,
színdarab,szín,dar,ab,,
fenekére,fene,ké,re,,
zárakat,zár,ak,at,,
portland,po,rt,land,,
emlékezet,em,lé,kezet,,
emlékezet,emlék,ez,et,,
házukat,ház,uk,at,,
babámat,bab,ám,at,,
hazugságokkal,hazugság,ok,kal,,
vállaljuk,válla,lj,uk,,
nellie,ne,ll,ie,,
bélyeget,bél,ye,get,,
fogadásra,fog,adás,ra,2,
fogadásra,fogad,ás,ra,,
időkből,id,ők,ből,,
hollywoodba,holly,wood,ba,,
kolostor,ko,los,tor,,
kolostor,ko,lost,or,,
kolostor,kol,os,tor,,
utánajárok,után,aj,árok,,
utánajárok,utána,jár,ok,2,
postai,po,st,ai,,
autobot,au,to,bot,,
halálban,hal,ál,ban,,
tartottalak,tart,ott,alak,2,
tartottalak,tartott,al,ak,,
darabjait,da,rabja,it,,
darabjait,darab,ja,it,,
hallal,ha,ll,al,,
szívemmel,szív,em,mel,,
fényképezni,fény,képez,ni,,
fényképezni,fénykép,ez,ni,,
autónak,au,tó,nak,,
andres,an,dr,es,,
vállalnia,váll,al,nia,,
nyúljatok,nyúl,ja,tok,,
nyúljatok,nyúlj,at,ok,,
csávából,csá,vá,ból,,
mindegyiken,mind,egyik,en,3,mind egyik en
telefonszámom,telefon,szám,om,,
magánélete,mag,án,élete,,
egyest,eg,ye,st,,
filmezni,film,ez,ni,,
testileg,test,il,eg,,
ügyésznő,ügy,ész,nő,,
mondtatok,mond,ta,tok,,
fékezni,fék,ez,ni,,
andrés,an,dr,és,,
baromságokat,baromság,ok,at,,
testvéreddel,test,véred,del,,
testvéreddel,testvér,ed,del,,
helyiséget,hely,is,éget,2,
harcoljanak,harcol,ja,nak,,
harcoljanak,harcol,jan,ak,,
harcoljanak,harcolj,an,ak,,
sinatra,si,nat,ra,,
sinatra,sin,at,ra,,
keletről,kel,et,ről,,
ötvenezer,ötven,ez,er,,
lakótársam,lakó,tár,sam,,
lakótársam,lakó,társ,am,,
ugyanitt,ugy,an,itt,,
épületen,épül,et,en,,
örökkévaló,örök,ké,való,,
örökkévaló,örökké,va,ló,,
helyettesem,hely,ette,sem,2,
helyettesem,helye,tt,esem,,
helyettesem,helyet,te,sem,3,helyet te sem
